Image ID,GT Label,GT Box,Best Pred Box,IoU,Status
000021,Car,"[444.13, 163.92, 559.2, 247.04]","[449.0, 163.0, 557.0, 244.0]",0.8949357751047953,TP
000021,Car,"[724.49, 171.09, 790.5, 215.13]","[724.0, 170.0, 791.0, 214.0]",0.9371062174366742,TP
000021,Car,"[534.25, 166.2, 596.08, 216.76]","[533.0, 166.0, 596.0, 216.0]",0.9606917242834898,TP
000021,Car,"[709.81, 162.43, 765.7, 205.68]","[711.0, 161.0, 767.0, 207.0]",0.9004012418802516,TP
000021,Car,"[562.02, 166.42, 605.57, 206.89]",,0.0,FN
000022,Car,"[128.66, 199.48, 218.9, 237.2]","[127.0, 199.0, 220.0, 238.0]",0.9384760959470637,TP
000022,Car,"[60.72, 198.17, 159.92, 238.35]","[57.0, 197.0, 150.0, 232.0]",0.7156338508185359,TP
000023,Car,"[372.95, 182.64, 412.21, 205.68]","[370.0, 181.0, 412.0, 203.0]",0.7692925463215801,TP
000023,Cyclist,"[677.94, 164.64, 690.85, 195.36]",,0.0,FN
000024,Car,"[517.23, 162.98, 564.36, 196.64]","[517.0, 164.0, 563.0, 197.0]",0.9276418023885042,TP
000024,Car,"[443.6, 168.03, 480.35, 195.69]","[442.0, 166.0, 478.0, 195.0]",0.8190497882562316,TP
000024,Car,"[427.54, 165.14, 455.37, 185.51]",,0.0,FN
000025,Car,"[896.11, 218.17, 1241.0, 374.0]","[894.0, 212.0, 1240.0, 373.0]",0.9473144139066273,TP
000025,Car,"[351.84, 183.19, 537.77, 308.64]","[349.0, 184.0, 537.0, 310.0]",0.9642260762662934,TP
000025,Car,"[562.48, 173.46, 618.49, 217.36]","[560.0, 173.0, 616.0, 218.0]",0.893590754383943,TP
000025,Car,"[724.21, 178.91, 805.39, 249.94]","[722.0, 182.0, 803.0, 253.0]",0.868397002133018,TP
000025,Cyclist,"[650.19, 175.43, 659.99, 205.2]",,0.0,FN
000025,Car,"[720.81, 187.01, 779.98, 236.22]",,0.0,FN
000026,Car,"[555.45, 174.38, 576.17, 191.19]","[554.0, 178.0, 575.0, 192.0]",0.6707558318140183,TP
000027,Car,"[590.88, 181.6, 607.07, 194.48]",,0.0,FN
000028,Pedestrian,"[147.29, 156.22, 205.29, 309.43]","[144.0, 156.0, 204.0, 304.0]",0.892923739727349,TP
000029,Car,"[652.31, 174.94, 690.16, 204.97]","[653.0, 171.0, 691.0, 204.0]",0.823846271862884,TP
000030,Car,"[559.66, 178.84, 588.85, 204.88]","[559.0, 180.0, 588.0, 203.0]",0.8407460663629861,TP
000031,Car,"[334.28, 180.65, 490.02, 297.48]","[328.0, 181.0, 487.0, 297.0]",0.936160920297541,TP
000031,Car,"[785.85, 179.67, 1028.82, 340.75]","[786.0, 176.0, 1029.0, 343.0]",0.9632628876102007,TP
000031,Car,"[711.98, 179.65, 848.82, 277.62]","[708.0, 180.0, 848.0, 277.0]",0.9566181207468397,TP
000031,Car,"[660.82, 178.72, 713.09, 222.03]","[658.0, 180.0, 712.0, 223.0]",0.8835089463943312,TP
000031,Car,,"[619.0, 170.0, 650.0, 200.0]",0.0,FP
000032,Car,"[178.19, 189.36, 435.56, 344.73]","[171.0, 191.0, 433.0, 345.0]",0.9516151994115897,TP
000032,Car,"[776.17, 182.37, 1014.36, 335.44]","[774.0, 183.0, 1019.0, 337.0]",0.9585434629080063,TP
000032,Car,"[711.6, 180.21, 863.08, 273.6]","[713.0, 181.0, 852.0, 273.0]",0.9039553006686241,TP
000032,Car,"[709.49, 176.89, 777.81, 234.26]","[709.0, 179.0, 776.0, 240.0]",0.8485784853156968,TP
000032,Car,"[725.15, 164.18, 806.31, 219.41]",,0.0,FN
000032,Car,"[494.77, 173.81, 531.54, 199.22]","[497.0, 175.0, 533.0, 200.0]",0.8384311004905042,TP
000033,Car,"[582.63, 175.1, 601.14, 189.77]","[581.0, 176.0, 600.0, 190.0]",0.8016740359194102,TP
000033,Car,"[0.0, 189.66, 234.52, 322.3]","[0.0, 190.0, 235.0, 322.0]",0.9931519998554511,TP
000034,Car,"[46.17, 196.15, 328.4, 286.09]","[38.0, 194.0, 329.0, 287.0]",0.9379509367032475,TP
000034,Car,"[466.96, 184.85, 522.12, 207.02]","[466.0, 182.0, 525.0, 203.0]",0.6853730347675078,TP
000035,Car,"[587.01, 173.33, 614.12, 200.12]","[586.0, 172.0, 613.0, 199.0]",0.8465318959094218,TP
000035,Car,"[425.44, 176.21, 529.23, 259.84]","[424.0, 174.0, 528.0, 257.0]",0.9179811873637654,TP
000035,Car,"[234.86, 185.44, 320.32, 231.58]","[235.0, 184.0, 321.0, 229.0]",0.907228586384582,TP
000035,Cyclist,"[665.45, 160.0, 717.93, 217.99]","[665.0, 161.0, 717.0, 219.0]",0.9411669596419419,TP
000035,Pedestrian,"[423.17, 173.67, 433.17, 224.03]",,0.0,FN
000036,Car,"[553.16, 178.73, 693.67, 311.88]","[551.0, 176.0, 694.0, 314.0]",0.9480544491740145,TP
000036,Car,"[341.05, 194.66, 390.28, 218.73]","[341.0, 193.0, 392.0, 217.0]",0.8400742181350457,TP
000036,Car,"[286.23, 196.48, 337.13, 220.85]","[285.0, 197.0, 336.0, 221.0]",0.9292291445599065,TP
000036,Car,"[412.76, 190.23, 455.28, 212.54]","[414.0, 188.0, 456.0, 210.0]",0.7724501181052129,TP
000036,Car,"[960.19, 183.87, 1104.42, 229.69]","[960.0, 181.0, 1103.0, 228.0]",0.8968029957765534,TP
000036,Car,"[1154.43, 178.14, 1241.0, 222.29]","[1148.0, 179.0, 1241.0, 226.0]",0.8430226706847365,TP
000036,Car,"[1123.12, 213.78, 1241.0, 374.0]","[1127.0, 218.0, 1242.0, 374.0]",0.9338995321554036,TP
000036,Car,,"[395.0, 190.0, 438.0, 211.0]",0.0,FP
000037,Car,"[555.85, 173.64, 628.69, 240.05]","[556.0, 173.0, 628.0, 239.0]",0.9636595472598876,TP
000037,Car,"[473.07, 183.18, 535.73, 226.04]","[472.0, 181.0, 534.0, 226.0]",0.9101500914851643,TP
000038,Car,"[592.08, 176.5, 637.55, 219.52]","[591.0, 177.0, 637.0, 219.0]",0.9426227419577737,TP
000038,Car,"[895.35, 158.55, 1241.0, 374.0]","[892.0, 158.0, 1234.0, 373.0]",0.9634727462561423,TP
000038,Car,"[817.68, 176.9, 1038.04, 302.31]","[817.0, 177.0, 1043.0, 298.0]",0.9415834448874811,TP
000038,Car,"[749.97, 177.62, 940.82, 262.93]","[753.0, 175.0, 942.0, 262.0]",0.939090990825349,TP
000038,Car,"[489.07, 180.53, 521.27, 201.03]","[488.0, 181.0, 519.0, 201.0]",0.8783565663976529,TP
000038,Car,"[302.47, 188.9, 409.18, 250.55]","[303.0, 188.0, 407.0, 249.0]",0.9367724319971092,TP
000038,Car,"[682.53, 173.56, 796.81, 220.86]","[682.0, 173.0, 800.0, 220.0]",0.9402727093237455,TP
000038,Car,"[659.69, 174.94, 745.56, 209.34]","[659.0, 174.0, 740.0, 208.0]",0.8696866964348475,TP
000038,Car,"[434.34, 175.49, 472.4, 199.91]","[432.0, 177.0, 472.0, 201.0]",0.8404067036119778,TP
000038,Car,"[456.14, 177.0, 487.16, 197.96]","[460.0, 178.0, 484.0, 198.0]",0.7356952246155654,TP
000038,Car,"[412.71, 177.61, 437.08, 195.86]",,0.0,FN
000039,Car,"[114.51, 193.47, 466.61, 374.0]","[103.0, 190.0, 464.0, 373.0]",0.9381054688573752,TP
000039,Car,"[683.15, 184.41, 776.5, 256.99]","[683.0, 182.0, 778.0, 257.0]",0.9509253333333337,TP
000039,Car,"[533.53, 177.81, 574.19, 212.8]","[533.0, 176.0, 574.0, 211.0]",0.8868963570079267,TP
000039,Car,"[653.23, 180.26, 702.93, 220.26]","[651.0, 178.0, 701.0, 219.0]",0.8460355175770661,TP
000039,Car,"[561.27, 178.49, 585.9, 201.02]",,0.0,FN
000039,Car,"[639.85, 175.24, 667.59, 200.41]",,0.0,FN
000040,Car,"[474.58, 179.03, 516.72, 210.71]","[473.0, 179.0, 515.0, 210.0]",0.9037095186659884,TP
000040,Pedestrian,"[691.54, 168.88, 700.87, 198.51]",,0.0,FN
000041,Car,"[439.52, 178.17, 508.93, 205.17]","[437.0, 177.0, 509.0, 203.0]",0.8520881607155325,TP
000042,Car,"[576.34, 174.48, 604.86, 202.67]","[576.0, 175.0, 604.0, 202.0]",0.9184183950293583,TP
000043,Pedestrian,"[471.56, 174.73, 502.47, 266.4]","[470.0, 174.0, 501.0, 263.0]",0.8680020771909511,TP
000043,Pedestrian,"[441.08, 170.15, 473.22, 268.12]","[439.0, 169.0, 471.0, 266.0]",0.8472367974723681,TP
000043,Pedestrian,"[684.72, 161.94, 711.08, 230.1]",,0.0,FN
000043,Pedestrian,"[719.54, 160.0, 745.42, 229.67]",,0.0,FN
000044,Car,"[0.0, 203.44, 365.5, 374.0]","[1.0, 199.0, 371.0, 372.0]",0.9465496299774641,TP
000044,Car,"[378.01, 183.98, 507.17, 276.44]","[380.0, 185.0, 508.0, 273.0]",0.931402272872695,TP
000045,Car,"[75.43, 192.52, 273.65, 277.52]","[70.0, 190.0, 274.0, 278.0]",0.9385416666666663,TP
000045,Car,"[269.01, 176.97, 375.72, 242.36]","[269.0, 177.0, 374.0, 241.0]",0.962878791146443,TP
000045,Car,"[346.6, 186.7, 419.98, 229.04]","[343.0, 186.0, 421.0, 229.0]",0.9246451942235886,TP
000045,Car,"[387.31, 178.52, 455.56, 221.43]","[388.0, 179.0, 457.0, 221.0]",0.9492930534820412,TP
000045,Car,"[455.95, 181.43, 500.99, 209.72]","[455.0, 181.0, 501.0, 209.0]",0.9404163253633975,TP
000045,Car,"[480.03, 181.4, 517.92, 205.67]",,0.0,FN
000046,Car,"[578.47, 176.02, 625.98, 221.24]","[579.0, 175.0, 625.0, 219.0]",0.9005876221722715,TP
000046,Car,"[597.59, 168.75, 634.85, 207.61]",,0.0,FN
000046,Car,"[769.21, 151.69, 1087.61, 374.0]","[769.0, 151.0, 1091.0, 371.0]",0.972604073809948,TP
000046,Car,"[706.06, 174.92, 807.35, 254.28]","[708.0, 175.0, 808.0, 255.0]",0.9650279743467772,TP
000046,Car,"[660.18, 171.93, 703.11, 210.02]","[660.0, 171.0, 700.0, 208.0]",0.8555069184439805,TP
000046,Car,"[646.4, 174.21, 684.26, 204.82]","[646.0, 172.0, 685.0, 204.0]",0.8817901040557443,TP
000047,Car,"[572.31, 171.6, 624.11, 218.82]","[573.0, 172.0, 623.0, 219.0]",0.9535657084573647,TP
000047,Car,"[0.0, 190.67, 171.41, 313.27]","[0.0, 191.0, 168.0, 313.0]",0.9753095737084406,TP
000047,Car,"[214.99, 165.2, 423.55, 292.98]","[215.0, 165.0, 421.0, 292.0]",0.9786371110725995,TP
000047,Car,"[296.94, 182.19, 393.12, 231.61]",,0.0,FN
000047,Car,"[428.19, 180.81, 498.01, 226.24]","[428.0, 180.0, 497.0, 225.0]",0.9395914113944503,TP
000047,Car,"[522.27, 176.55, 552.71, 202.38]",,0.0,FN
000047,Car,"[0.0, 185.88, 180.39, 253.13]","[9.0, 186.0, 177.0, 248.0]",0.8586105569283901,TP
000047,Car,"[193.59, 181.29, 294.71, 229.39]","[192.0, 182.0, 292.0, 230.0]",0.9326885499746097,TP
000048,Pedestrian,"[659.64, 160.9, 687.89, 236.97]",,0.0,FN
000048,Pedestrian,"[680.59, 157.38, 711.83, 236.18]","[685.0, 161.0, 715.0, 236.0]",0.7454263108723163,TP
000048,Pedestrian,"[453.2, 159.81, 482.53, 241.31]","[446.0, 161.0, 475.0, 244.0]",0.5746526415848039,TP
000048,Cyclist,"[600.22, 162.56, 622.05, 206.65]","[599.0, 160.0, 622.0, 205.0]",0.8613432618158934,TP
000049,Car,"[595.5, 177.15, 657.31, 227.34]","[594.0, 177.0, 657.0, 228.0]",0.9560565861133903,TP
000049,Car,"[305.23, 179.59, 494.97, 263.68]","[302.0, 178.0, 493.0, 264.0]",0.9516577527188921,TP
000049,Car,"[410.09, 176.18, 514.77, 228.78]","[405.0, 172.0, 516.0, 226.0]",0.8297770835828687,TP
000049,Car,"[435.96, 173.6, 537.84, 218.33]","[439.0, 174.0, 535.0, 217.0]",0.9058407505627922,TP
000049,Car,"[473.64, 171.53, 556.16, 203.86]",,0.0,FN
000049,Pedestrian,"[984.43, 188.05, 1128.77, 374.0]","[976.0, 186.0, 1113.0, 372.0]",0.8248746149125453,TP
000049,Car,"[823.97, 189.33, 1083.14, 327.79]","[822.0, 190.0, 1072.0, 325.0]",0.9262370162629702,TP
000049,Car,"[753.34, 185.35, 885.42, 263.59]","[754.0, 183.0, 887.0, 262.0]",0.9355238451456791,TP
000049,Car,"[719.83, 169.31, 816.44, 238.11]","[720.0, 166.0, 816.0, 235.0]",0.905479883202422,TP
000049,Pedestrian,"[693.57, 173.32, 709.9, 209.83]",,0.0,FN
000049,Car,"[776.77, 170.97, 882.28, 211.7]",,0.0,FN
000049,Car,"[0.0, 178.64, 252.92, 280.6]","[6.0, 179.0, 243.0, 280.0]",0.9282323923811929,TP
000049,Car,"[194.14, 174.89, 341.99, 241.74]","[200.0, 174.0, 343.0, 242.0]",0.9383426780104397,TP
000049,Car,"[603.49, 171.71, 639.3, 204.36]",,0.0,FN
000049,Car,"[287.85, 175.62, 379.41, 228.84]","[289.0, 172.0, 377.0, 216.0]",0.6844880955811545,TP
000049,Car,"[0.0, 170.48, 111.64, 240.66]","[0.0, 171.0, 104.0, 235.0]",0.849532741675983,TP
000049,Car,,"[0.0, 193.0, 96.0, 372.0]",0.0,FP
000049,Car,,"[1021.0, 189.0, 1242.0, 373.0]",0.0,FP
000050,Car,"[683.34, 170.98, 803.44, 257.43]","[684.0, 171.0, 807.0, 257.0]",0.9609904942601164,TP
000050,Car,"[262.97, 182.23, 469.76, 318.0]","[260.0, 180.0, 474.0, 315.0]",0.9303681485525257,TP
000050,Car,"[910.25, 159.81, 1241.0, 374.0]","[913.0, 149.0, 1242.0, 373.0]",0.9371865346964063,TP
000050,Car,"[641.55, 172.79, 681.44, 206.29]","[641.0, 173.0, 683.0, 207.0]",0.9245053300425555,TP
000051,Cyclist,"[919.02, 155.73, 967.93, 230.96]","[916.0, 157.0, 966.0, 231.0]",0.8898250218285771,TP
000051,Car,"[713.9, 174.69, 744.43, 204.49]",,0.0,FN
000052,Car,"[710.82, 180.57, 802.89, 243.25]","[710.0, 180.0, 804.0, 245.0]",0.94450860883797,TP
000052,Car,"[624.74, 177.5, 695.15, 239.15]","[630.0, 179.0, 700.0, 241.0]",0.822925075241432,TP
000052,Car,"[309.83, 179.79, 406.67, 219.91]","[310.0, 180.0, 409.0, 222.0]",0.9218609468672242,TP
000052,Car,"[40.56, 187.32, 73.97, 212.48]",,0.0,FN
000052,Car,"[245.86, 199.03, 378.43, 265.35]","[246.0, 199.0, 380.0, 265.0]",0.9816590012401966,TP
000053,Car,"[173.62, 180.91, 429.48, 359.85]","[173.0, 177.0, 431.0, 352.0]",0.9282544286129876,TP
000053,Car,"[707.54, 185.88, 834.49, 271.76]","[705.0, 184.0, 829.0, 269.0]",0.8897516979105524,TP
000053,Car,"[444.83, 180.67, 519.74, 231.01]","[445.0, 179.0, 520.0, 231.0]",0.9622334424030137,TP
000053,Car,"[499.17, 171.42, 546.19, 212.24]","[499.0, 172.0, 547.0, 214.0]",0.9260074872082602,TP
000053,Car,"[653.39, 176.6, 706.53, 216.76]","[650.0, 179.0, 704.0, 217.0]",0.839989366475423,TP
000053,Car,"[526.94, 173.21, 563.54, 203.04]",,0.0,FN
000054,Pedestrian,"[768.22, 141.35, 840.18, 316.18]","[759.0, 148.0, 833.0, 310.0]",0.7456342671578885,TP
000055,Car,"[31.61, 193.32, 129.71, 230.77]","[27.0, 192.0, 127.0, 229.0]",0.8572374012859082,TP
000055,Car,"[104.42, 188.01, 188.34, 220.56]","[109.0, 187.0, 189.0, 221.0]",0.9001205613369313,TP
000055,Car,"[183.23, 187.33, 245.86, 217.54]","[179.0, 187.0, 243.0, 215.0]",0.8146106493869322,TP
000055,Car,"[227.36, 189.17, 281.98, 211.96]","[228.0, 187.0, 283.0, 211.0]",0.849955251216383,TP
000055,Car,,"[262.0, 186.0, 308.0, 209.0]",0.0,FP
000056,Car,"[540.1, 181.59, 571.5, 205.22]","[541.0, 181.0, 572.0, 204.0]",0.885969380811094,TP
000057,Car,"[0.0, 224.48, 199.8, 374.0]",,0.0,FN
000057,Car,"[514.51, 193.66, 563.52, 231.99]","[514.0, 194.0, 563.0, 234.0]",0.9227200493363572,TP
000057,Car,"[572.56, 176.77, 591.32, 196.26]","[571.0, 175.0, 592.0, 197.0]",0.7914121212121248,TP
000058,Pedestrian,"[410.27, 163.81, 498.68, 327.03]","[402.0, 161.0, 496.0, 324.0]",0.8572897514834005,TP
000059,Car,"[558.06, 180.83, 599.17, 213.45]","[557.0, 181.0, 601.0, 214.0]",0.9143453270063027,TP
000059,Car,"[509.12, 180.43, 543.44, 205.58]","[509.0, 179.0, 542.0, 203.0]",0.8127753419760465,TP
000059,Car,"[969.34, 195.19, 1100.37, 246.63]","[967.0, 194.0, 1099.0, 245.0]",0.9208057647798312,TP
000059,Car,"[1129.34, 194.18, 1241.0, 249.48]","[1127.0, 194.0, 1241.0, 246.0]",0.9160374967656539,TP
000060,Car,"[550.84, 173.54, 614.08, 236.57]","[550.0, 174.0, 614.0, 237.0]",0.9719202891422127,TP
000060,Car,"[305.57, 177.91, 341.6, 196.33]","[303.0, 178.0, 343.0, 195.0]",0.8377206383368074,TP
000060,Cyclist,"[789.79, 178.79, 805.04, 211.66]","[788.0, 177.0, 804.0, 209.0]",0.7350964085623017,TP
000061,Car,"[0.0, 212.28, 41.28, 328.12]","[0.0, 216.0, 45.0, 353.0]",0.7324948133765129,TP
000061,Car,"[69.7, 217.73, 112.22, 254.15]","[64.0, 216.0, 111.0, 251.0]",0.7551691719509144,TP
000061,Car,"[0.0, 218.4, 93.89, 297.9]","[0.0, 219.0, 93.0, 291.0]",0.8970754616502253,TP
000062,Car,"[409.55, 177.73, 520.82, 250.74]","[409.0, 178.0, 521.0, 250.0]",0.9798269349598815,TP
000062,Car,"[502.22, 185.85, 574.38, 229.91]","[501.0, 184.0, 574.0, 229.0]",0.9198839962167616,TP
000062,Car,"[602.85, 184.1, 638.97, 209.35]","[601.0, 184.0, 638.0, 209.0]",0.9100016115700322,TP
000062,Car,"[677.29, 181.51, 704.82, 198.0]",,0.0,FN
000062,Cyclist,"[692.58, 175.37, 717.5, 229.83]","[692.0, 174.0, 719.0, 230.0]",0.8975814814814801,TP
000063,Car,"[875.15, 185.26, 975.98, 253.98]","[878.0, 185.0, 978.0, 252.0]",0.9223302307393594,TP
000063,Car,"[287.03, 172.92, 514.8, 285.76]","[298.0, 173.0, 514.0, 281.0]",0.9076489453553469,TP
000063,Pedestrian,"[411.42, 172.4, 454.91, 296.52]","[412.0, 173.0, 457.0, 289.0]",0.8824805704143823,TP
000064,Car,"[657.65, 179.93, 709.86, 219.92]","[659.0, 179.0, 710.0, 219.0]",0.9282141718871605,TP
000064,Car,"[731.51, 180.39, 882.28, 275.8]","[731.0, 180.0, 883.0, 275.0]",0.9796529006739823,TP
000064,Car,"[715.18, 175.63, 762.77, 203.9]","[715.0, 176.0, 761.0, 204.0]",0.9434584561539267,TP
000065,Pedestrian,"[602.33, 172.98, 626.06, 220.54]",,0.0,FN
000065,Pedestrian,,"[597.0, 176.0, 616.0, 220.0]",0.0,FP
000066,Car,"[671.48, 168.74, 710.12, 206.53]","[672.0, 169.0, 711.0, 206.0]",0.9448502832594755,TP
000066,Car,"[591.73, 172.89, 633.98, 199.59]","[592.0, 170.0, 637.0, 199.0]",0.819832828862004,TP
000067,Car,"[671.83, 174.3, 702.61, 195.46]","[671.0, 174.0, 701.0, 196.0]",0.8893041542351188,TP
000067,Car,"[704.82, 171.69, 744.06, 200.12]","[705.0, 170.0, 743.0, 199.0]",0.8796138236120792,TP
000067,Car,"[427.15, 179.96, 600.34, 281.01]","[427.0, 179.0, 601.0, 279.0]",0.9664542175891961,TP
000067,Car,"[76.38, 181.99, 384.72, 306.19]","[80.0, 184.0, 385.0, 308.0]",0.9576063336840279,TP
000067,Car,"[478.81, 182.19, 515.67, 207.52]",,0.0,FN
000068,Car,"[69.26, 200.28, 435.08, 374.0]","[81.0, 199.0, 438.0, 373.0]",0.9479960556770228,TP
000068,Car,"[0.0, 209.2, 198.59, 374.0]","[0.0, 209.0, 195.0, 372.0]",0.9688514828133695,TP
000068,Cyclist,"[1210.28, 199.77, 1241.0, 374.0]",,0.0,FN
